Brand,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Hyundai,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56440,"North Wollongong, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,22990
Hyundai,I30,Hatchback,2013 Hyundai I30 SR,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,158415,"Granville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13950
Nissan,Skyline,Edward Lees Imports,1998 Nissan Skyline GT NISMO EDITION GT NISMO EDITION,USED,Manual,-,Other,Premium,-,69884,"West Ryde, NSW",-,Coupe,,,76888
Holden,Cruze,Sedan,2011 Holden Cruze SRI V,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,141102,"Mount Druitt, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10995
Mitsubishi,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,44645,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28990
Audi,A1,Hatchback,2021 Audi A1 40 Tfsi S Line S Tronic,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.4 L / 100 km,61025,"Gosford, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,40990
Nissan,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,97143,"Enfield, SA",4 cyl,SUV, 4 Doors, 5 Seats,25990
Subaru,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,55815,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,30990
Mazda,CX-3,SUV,2018 Mazda CX-3 Maxx (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,20094,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,24888
Holden,Captiva,SUV,2017 Holden Captiva 7 LTZ (awd),USED,Automatic,"6 cyl, 3 L",AWD,Unleaded,10.1 L / 100 km,129800,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 7 Seats,17999
Holden,Colorado,Ute / Tray,2016 Holden Colorado LS (4X2),USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.9 L / 100 km,207250,"Smithfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,18888
Mazda,2,Hatchback,2011 Mazda 2 NEO,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,92454,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
Mazda,CX-9,SUV,2009 Mazda CX-9 Classic,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13 L / 100 km,229224,"West Gosford, NSW",6 cyl,SUV, 4 Doors, 7 Seats,10600
Toyota,Hilux,Ute / Tray,2012 Toyota Hilux Workmate,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,286525,"North Strathfield, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,15950
BMW,X2,SUV,2018 BMW X2 M35I,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.4 L / 100 km,32054,"Chatswood, NSW",4 cyl,SUV, 4 Doors, 5 Seats,48800
Nissan,Maxima,Sedan,2013 Nissan Maxima 250 ST-L,USED,Automatic,"6 cyl, 2.5 L",Front,Unleaded,9.5 L / 100 km,213012,"Five Dock, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,7999
Kia,Cerato,Hatchback,2020 Kia Cerato Sport NAV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,47000,"Bowral, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,25750
Toyota,Yaris,Hatchback,2022 Toyota Yaris Ascent Sport,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,6693,"Hamilton East, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,28745
Ford,Mondeo,Hatchback,2017 Ford Mondeo Trend Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.1 L / 100 km,143512,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Land,Rover,SUV,2018 Land Rover Range Rover Velar D300 R-Dynamic HSE,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.4 L / 100 km,127624,"Campbelltown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,69990
Nissan,Qashqai,SUV,2018 Nissan Qashqai N-TEC,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,79202,"North Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27490
Nissan,Leaf,USED Dealer ad,2014 Nissan Leaf,USED,-,-,Other,Electric,-,63007,"Five Dock, NSW",-,Hatchback,,,17995
Hyundai,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,58585,"Albion Park, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,21890
Volkswagen,Golf,Liverpool Volkswagen New Cars,2023 Volkswagen Golf GTI,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,7 L / 100 km,21,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,62990
Nissan,Navara,Ute / Tray,2010 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,9.8 L / 100 km,86143,"Enfield, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,22990
Mitsubishi,Triton,Automobile Gallery,2013 Mitsubishi Triton ML GLX Utility Double Cab 4dr Man 5sp 2.5DT,USED,Manual,-,Other,Diesel,-,160783,"Granville, NSW",-,Ute / Tray,,,17990
Honda,CR-V,SUV,2005 Honda CR-V (4X4) Sport,USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,9 L / 100 km,214226,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 5 Seats,7990
Toyota,Hilux,Ute / Tray,2021 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,56417,"Albion Park, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,68990
Land,Rover,Tony Lahood Motors Croydon,2013 Land Rover Range Rover Evoque SD4 CommandShift Pure Tech,USED,Automatic,-,Other,Diesel,-,57227,"Croydon, NSW",-,Wagon,,,34990
Ford,Fiesta,Hatchback,2014 Ford Fiesta ST,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.2 L / 100 km,95418,"Enfield, SA",4 cyl,Hatchback, 3 Doors, 5 Seats,17990
Toyota,Corolla,Sydney City Traders,2015 Toyota Corolla Hybrid,USED,Automatic,-,Other,-,-,120117,"Five Dock, NSW",-,Wagon,,,20995
Mazda,CX-5,Rockdale Mazda New,2023 Mazda CX-5 GT SP (awd),NEW,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,7,"Arncliffe, NSW",4 cyl,SUV, 4 Doors, 5 Seats,54188
Toyota,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,134138,"Caringbah, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,39990
Hyundai,Kona,SUV,2021 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.2 L / 100 km,50975,"North Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990
Mazda,3,Sedan,2013 Mazda 3 NEO,USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.6 L / 100 km,162642,"East Maitland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,11986
Holden,Acadia,SUV,2019 Holden Acadia LTZ (2WD),USED,Automatic,"6 cyl, 3.6 L",Front,Unleaded,8.9 L / 100 km,144188,"Enfield, SA",6 cyl,SUV, 4 Doors, 7 Seats,29980
Toyota,Corolla,Hatchback,2015 Toyota Corolla Ascent Sport,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,97000,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
Kia,Sorento,SUV,2019 Kia Sorento Sport (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.2 L / 100 km,67092,"Lithgow, NSW",4 cyl,SUV, 4 Doors, 7 Seats,38990
BMW,7,USED Dealer ad,2007 BMW 7 Series 30d,USED,Automatic,-,Other,Diesel,-,104235,"Rouse Hill, NSW",-,,,,22999
Toyota,Landcruiser,SUV,2020 Toyota Landcruiser Prado Kakadu (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,125247,"Mittagong, NSW",4 cyl,SUV, 4 Doors, 7 Seats,69990
Ford,Focus,Hatchback,2012 Ford Focus Trend,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,57485,"Enfield, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,13980
Kia,Picanto,Hatchback,2016 Kia Picanto SI,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.3 L / 100 km,108364,"Mcgraths Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14660
Nissan,Pulsar,Cars from Japan,1994 Nissan Pulsar PULSAR,USED,Manual,-,Other,-,-,108295,"Smeaton Grange, NSW",-,Hatchback,,,39888
Ford,Falcon,Sedan,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9 L / 100 km,43966,"Cardiff, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,23990
Ford,Territory,SUV,2015 Ford Territory TX (4X4),USED,Automatic,"6 cyl, 2.7 L",AWD,Diesel,8.8 L / 100 km,122789,"Enfield, SA",6 cyl,SUV, 4 Doors, 5 Seats,21980
Ford,Ranger,Ute / Tray,2014 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,177422,"Narellan, NSW",5 cyl,Ute / Tray, 2 Doors, 2 Seats,22888
Toyota,Yaris,SUV,2020 Toyota Yaris Cross GXL,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,5.4 L / 100 km,28947,"North Wollongong, NSW",3 cyl,SUV, 4 Doors, 5 Seats,33490
Kia,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,53883,"Albion Park, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,22490
Mitsubishi,Outlander,SUV,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.2 L / 100 km,47097,"Albion Park, NSW",4 cyl,SUV, 4 Doors, 7 Seats,29990
Isuzu,MU-X,SUV,2018 Isuzu MU-X LS-M (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8 L / 100 km,98150,"Enfield, SA",4 cyl,SUV, 4 Doors, 7 Seats,36990
Mitsubishi,Outlander,SUV,2011 Mitsubishi Outlander LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.3 L / 100 km,170664,"Lansvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,8990
Jaguar,F-Pace,SUV,2017 Jaguar F-Pace 35T R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.9 L / 100 km,73840,"North Strathfield, NSW",6 cyl,SUV, 4 Doors, 5 Seats,62950
Kia,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,56189,"North Wollongong, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,21888
Toyota,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,116988,"Liverpool, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,44888
Ford,Focus,Adelaide Vehicle Centre North,2015 Ford Focus Trend,USED,Automatic,-,Front,Unleaded,-,116091,"Enfield, SA",-,Hatchback,,,16990
Toyota,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,48832,"Albion Park, NSW",4 cyl,SUV, 5 Doors, 7 Seats,64990
Ford,Focus,Hatchback,2018 Ford Focus Trend (5 YR),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2 L / 100 km,87239,"Yallah, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,19950
Toyota,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,559,"Hamilton East, NSW",4 cyl,SUV, 5 Doors, 5 Seats,45987
Ford,Ranger,Ute / Tray,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8 L / 100 km,84841,"Mcgraths Hill, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,31999
Holden,Jackaroo,SUV,1998 Holden Jackaroo Monterey (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,15 L / 100 km,187400,"Enfield, SA",6 cyl,SUV, 4 Doors, 7 Seats,10990
Skoda,Superb,Alto Skoda Artarmon New Cars,2023 Skoda Superb Sportline 206TSI (4X4),DEMO,Automatic,"4 cyl, 2 L",4WD,Premium,8.2 L / 100 km,1500,"Artarmon, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,73540
Subaru,Forester,Cars from Japan,2006 Subaru Forester Cross Sports,USED,Automatic,-,Other,Premium,-,120026,"Smeaton Grange, NSW",-,Wagon,,,17888
Toyota,Corolla,Hatchback,2018 Toyota Corolla SX (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,86578,"Albion Park Rail, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Skoda,Kamiq,Sydney City Skoda,2022 Skoda Kamiq Monte Carlo 110TSI,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,5.6 L / 100 km,534,"Mascot, NSW",4 cyl,SUV, 4 Doors, 5 Seats,42990
Holden,Commodore,Hatchback,2018 Holden Commodore RS,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,8.9 L / 100 km,73353,"Strathalbyn, SA",6 cyl,Hatchback, 5 Doors, 5 Seats,23980
Renault,Koleos,SUV,2014 Renault Koleos Bose SE (4X2),USED,Automatic,"4 cyl, 2.5 L",Front,Premium,9.3 L / 100 km,92029,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,11995
Toyota,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,66795,"Tuggerah, NSW",4 cyl,SUV, 5 Doors, 5 Seats,45990
Isuzu,D-MAX,Ute / Tray,2019 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.7 L / 100 km,110535,"Erina, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33940
Mitsubishi,Pajero,"02 **** ****
",2007 Mitsubishi Pajero PAJERO MINI,USED,-,-,Other,Unleaded,-,37059,"Smeaton Grange, NSW",-,,,,24990
Holden,Barina,Hatchback,2017 Holden Barina LT,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.6 L / 100 km,111156,"Windang, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13888
Lexus,UX200,SUV,2019 Lexus UX200 Luxury +EP1,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,13442,"Waterloo, NSW",4 cyl,SUV, 4 Doors, 5 Seats,47900
Toyota,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,28247,"Brookvale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,34888
Kia,RIO,Hatchback,2010 Kia RIO S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,109417,"East Maitland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7986
Mercedes-Benz,R300,SUV,2010 Mercedes-Benz R300 CDI (awd),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,9.3 L / 100 km,123978,"Goolwa, SA",6 cyl,SUV, 4 Doors, 6 Seats,17990
Volkswagen,Tiguan,SUV,2018 Volkswagen Tiguan 132 TSI Comfortline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.5 L / 100 km,95030,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27490
Toyota,Estima,Sydney City Traders,2014 Toyota Estima Aeras,USED,Automatic,-,Other,-,-,90390,"Five Dock, NSW",-,Wagon,,,24995
Toyota,Corolla,Hatchback,2022 Toyota Corolla Ascent Sport + Conv PK Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4 L / 100 km,924,"Tuggerah, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,40990
Hyundai,Santa,SUV,2014 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.3 L / 100 km,92691,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 7 Seats,25999
Toyota,Camry,Sedan,2020 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,52070,"North Wollongong, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,37990
Hyundai,Tucson,SUV,2017 Hyundai Tucson Highlander (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,92504,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Volkswagen,Tiguan,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,58383,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39990
Toyota,Hilux,Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,419230,"Maryville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25980
Land,Rover,SUV,2017 Land Rover Discovery Sport TD4 150 SE 7 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6 L / 100 km,49987,"Haberfield, NSW",4 cyl,SUV, 4 Doors, 7 Seats,36945
Toyota,RAV4,SUV,2019 Toyota RAV4 GXL AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,66228,"Mosman, NSW",4 cyl,SUV, 5 Doors, 5 Seats,44990
Toyota,HiAce,USED Dealer ad,2018 Toyota HiAce DX 4WD 5 Seater 4WD Dual Door,USED,Automatic,-,Other,Diesel,-,109220,"West Ryde, NSW",-,,,,47888
Mercedes-Benz,C250,Sedan,2016 Mercedes-Benz C250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,65836,"Caringbah, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,38888
MG,ZS,SUV,2019 MG ZS Essence,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,6.7 L / 100 km,38285,"Melrose Park, SA",3 cyl,SUV, 4 Doors, 5 Seats,20990
Ford,Puma,SUV,2022 Ford Puma ST-Line V,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,4564,"Moss Vale, NSW",3 cyl,SUV, 5 Doors, 5 Seats,35950
Mazda,CX-5,SUV,2015 Mazda CX-5 Maxx Sport (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,249049,"Medlow Bath, NSW",4 cyl,SUV, 4 Doors, 5 Seats,15990
Ford,Ranger,Ute / Tray,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,9.4 L / 100 km,255988,"Minchinbury, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,20995
Mitsubishi,Mirage,Hatchback,2014 Mitsubishi Mirage LS,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,4.6 L / 100 km,143629,"Seven Hills, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,7990
Mitsubishi,Triton,Ute / Tray,2021 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,74614,"Tuggerah, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,49990
Toyota,Estima,Sydney City Traders,2012 Toyota Estima Hybrid,USED,Automatic,-,Other,-,-,106989,"Five Dock, NSW",-,Commercial,,,27995
BMW,220D,Coupe,2014 BMW 220D Sport Line,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,4.4 L / 100 km,56877,"Beresfield, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,28800
Lexus,RX270,SUV,2013 Lexus RX270 (FWD),USED,Automatic,"4 cyl, 2.7 L",Front,Unleaded,9.7 L / 100 km,75497,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27990
Holden,Commodore,Ute / Tray,2010 Holden Commodore SS,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,242000,"Smithfield, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,15888
Hyundai,Santa,SUV,2019 Hyundai Santa FE Highlander Crdi Satin AWD,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,65220,"Granville, NSW",4 cyl,SUV, 4 Doors, 7 Seats,47990
Toyota,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,154507,"Morphett Vale, SA",4 cyl,Sedan, 4 Doors, 5 Seats,30990
Honda,Fit,Sydney City Traders,2017 Honda Fit Hybrid,USED,Automatic,-,Other,-,-,59577,"Five Dock, NSW",-,Hatchback,,,27995
Land,Rover,SUV,2017 Land Rover Discovery TD6 HSE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.2 L / 100 km,92365,"Wollongong, NSW",6 cyl,SUV, 4 Doors, 5 Seats,86990
Mazda,CX-30,SUV,2020 Mazda CX-30 G25 Astina (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,6.8 L / 100 km,51557,"Medlow Bath, NSW",4 cyl,SUV, 4 Doors, 5 Seats,38990
Ford,Mondeo,Wagon,2014 Ford Mondeo LX Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.2 L / 100 km,170640,"Minchinbury, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,12995
Toyota,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,51897,"Albion Park, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,28990
Toyota,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,68659,"Melrose Park, SA",4 cyl,Hatchback, 5 Doors, 5 Seats,27980
Isuzu,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,122884,"North Strathfield, NSW",4 cyl,Ute / Tray, 2 Doors, 4 Seats,34950
Toyota,Hilux,Ute / Tray,1998 Toyota Hilux (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,248767,"Minchinbury, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,15995
Mazda,CX-9,SUV,2012 Mazda CX-9 Luxury (fwd),USED,Automatic,"6 cyl, 3.7 L",Front,Unleaded,11 L / 100 km,147532,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,19995
Mazda,6,Hatchback,2007 Mazda 6 Luxury Sports,USED,Manual,"4 cyl, 2.3 L",Front,Premium,8.8 L / 100 km,177085,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,5950
Ford,Ranger,Ute / Tray,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,259107,"Minchinbury, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,24995
Toyota,Alphard,USED Dealer ad,2012 Toyota Alphard G HYBRID 4WD,USED,Automatic,-,Other,Unleaded,-,141726,"Five Dock, NSW",-,,,,34995
Hyundai,I20,Hatchback,2014 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,45900,"Wollongong, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,12999
Nissan,X-Trail,SUV,2022 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,23044,"Narellan, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31500
Toyota,RAV4,SUV,2017 Toyota RAV4 GX (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,134809,"Melrose Park, SA",4 cyl,SUV, 4 Doors, 5 Seats,25990
Hyundai,I30,Hatchback,2022 Hyundai I30 Elite,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,5175,"Smeaton Grange, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,34880
Audi,Q3,SUV,2013 Audi Q3 2.0 Tfsi Quattro (125KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,88514,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990
Ford,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,171548,"Campbelltown, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,41990
Mazda,BT-50,Blue Mountains Mazda,2023 Mazda BT-50 SP (4X4),DEMO,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,2600,"Medlow Bath, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,69990
Toyota,Prius,Hatchback,2008 Toyota Prius Hybrid,USED,Automatic,"4 cyl, 1.5 L",Front,Hybrid,4.4 L / 100 km,313000,"Campsie, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10999
Mazda,3,Sedan,2006 Mazda 3 SP23,USED,Automatic,"4 cyl, 2.3 L",Front,Unleaded,9.3 L / 100 km,153798,"Lidcombe, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,9990
Mitsubishi,Eclipse,SUV,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,59996,"South Nowra, NSW",4 cyl,SUV, 4 Doors, 5 Seats,29990
Kia,Carnival,Wagon,2018 Kia Carnival S,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,92993,"Cheltenham, SA",6 cyl,Wagon, 4 Doors, 8 Seats,31980
Ford,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.8 L / 100 km,52035,"Granville, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,32950
